TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2018,9,27,14.0,13.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,9,27,20.0,9.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,9,28,18.0,36.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,3,12.0,39.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,3,14.0,41.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,4,9.0,42.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,4,16.0,25.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,11,11.0,44.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,12,16.0,28.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,12,18.0,31.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,17,13.0,0.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,20,11.0,56.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,20,20.0,54.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,21,14.0,32.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,27,15.0,16.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,27,15.0,36.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,10,27,15.0,48.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,11,1,10.0,13.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,11,3,19.0,0.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,11,3,20.0,35.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,11,8,15.0,24.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,11,21,12.0,48.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,12,22,11.0,25.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,12,29,11.0,2.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Other Theft,2018,12,30,13.0,40.0,18XX E HASTINGS ST,Grandview-Woodland,495077.01,5458717.65
Mischief,2018,9,15,1.0,0.0,2XX W BROADWAY AVE,Mount Pleasant,491984.11,5456718.02
Theft from Vehicle,2018,6,9,17.0,0.0,25XX LARCH ST,Kitsilano,488188.34,5456813.15
Theft from Vehicle,2018,3,1,16.0,0.0,2XX W PENDER ST,Central Business District,491958.84,5458790.58
Theft from Vehicle,2018,7,25,2.0,36.0,10XX SMITHE ST,West End,490945.88,5458836.33
Theft from Vehicle,2018,2,1,0.0,49.0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42,5458724.17
Mischief,2018,2,19,17.0,30.0,3XX ROBSON ST,Central Business District,491496.56,5458526.63
Theft of Bicycle,2018,9,15,8.0,0.0,10XX CANADA PL,Central Business District,491492.04,5459540.39
Theft of Bicycle,2018,8,6,19.0,12.0,10XX CANADA PL,Central Business District,491492.04,5459540.39
Other Theft,2018,12,12,12.0,23.0,9XX W GEORGIA ST,Central Business District,491260.69,5459006.29
Theft from Vehicle,2018,3,1,21.0,30.0,11XX BEACH AVE,West End,490112.04,5458390.03
Break and Enter Residential/Other,2018,3,12,1.0,0.0,19XX LILLOOET ST,Hastings-Sunrise,497158.06,5457109.31
Theft of Bicycle,2018,8,6,8.0,52.0,10XX CANADA PL,Central Business District,491492.04,5459540.39
Theft from Vehicle,2018,11,26,18.0,0.0,16XX HARWOOD ST,West End,489706.0,5459074.71
Theft from Vehicle,2018,11,26,19.0,0.0,16XX HARWOOD ST,West End,489706.0,5459074.71
Theft from Vehicle,2018,11,29,16.0,45.0,16XX HARWOOD ST,West End,489706.0,5459074.71
Mischief,2018,5,2,17.0,0.0,2XX W 8TH AVE,Mount Pleasant,491963.42,5456799.75
Theft from Vehicle,2018,8,15,22.0,0.0,32XX VICTORIA DR,Kensington-Cedar Cottage,495186.39,5455873.13
Theft of Bicycle,2018,4,17,18.0,0.0,1XX W CORDOVA ST,Central Business District,492202.33,5458917.24
Mischief,2018,2,2,18.0,0.0,3XX RICHARDS ST,Central Business District,491935.6,5459107.81
Break and Enter Commercial,2018,12,1,11.0,36.0,17XX ROBSON ST,West End,490184.45,5459839.61
Mischief,2018,8,26,0.0,0.0,86XX OSLER ST,Marpole,490404.34,5450496.79
Theft from Vehicle,2018,6,12,0.0,0.0,16XX HARWOOD ST,West End,489754.8,5459013.57
Theft from Vehicle,2018,7,20,19.0,0.0,16XX HARWOOD ST,West End,489754.8,5459013.57
Mischief,2018,12,23,20.0,6.0,86XX MONTCALM ST,Marpole,490089.67,5450646.46
Offence Against a Person,2018,5,18,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2018,6,26,1.0,30.0,19XX MATTHEWS AVE,Shaughnessy,489085.83,5455415.26
Theft from Vehicle,2018,4,18,0.0,0.0,32XX VICTORIA DR,Kensington-Cedar Cottage,495186.97,5455890.14
Theft from Vehicle,2018,10,30,18.0,0.0,16XX HARWOOD ST,West End,489754.8,5459013.57
Mischief,2018,7,6,9.0,0.0,86XX MONTCALM ST,Marpole,490086.51,5450552.27
Mischief,2018,8,14,0.0,0.0,86XX MONTCALM ST,Marpole,490076.04,5450513.15
Break and Enter Residential/Other,2018,5,4,8.0,0.0,19XX MCNICOLL AVE,Kitsilano,489109.01,5458180.83
Mischief,2018,4,12,20.0,0.0,2XX W 7TH AVE,Mount Pleasant,492033.05,5456898.27
Offence Against a Person,2018,12,4,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2018,7,4,12.0,38.0,22XX W 6TH AVE,Kitsilano,488571.19,5457087.29
Break and Enter Commercial,2018,5,19,3.0,45.0,25XX NANAIMO ST,Kensington-Cedar Cottage,495877.98,5456574.46
Theft from Vehicle,2018,1,29,18.0,0.0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42,5458724.17
Theft from Vehicle,2018,9,5,23.0,0.0,32XX VICTORIA DR,Kensington-Cedar Cottage,495187.25,5455898.64
Theft from Vehicle,2018,3,5,0.0,0.0,16XX HOWE ST,Central Business District,490352.72,5457942.99
Mischief,2018,10,15,23.0,0.0,86XX LOGAN ST,Marpole,490889.77,5450555.9
Mischief,2018,1,16,9.0,33.0,86XX LOGAN ST,Marpole,490889.77,5450555.9
Mischief,2018,12,27,12.0,0.0,3XX RENFREW ST,Hastings-Sunrise,496795.99,5458797.26
Mischief,2018,3,28,10.0,34.0,86XX LAUREL ST,Marpole,490809.57,5450566.79
Theft from Vehicle,2018,2,10,9.0,58.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Offence Against a Person,2018,12,23,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,11,20,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,4,7,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,4,19,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,10,8,21.0,48.0,1XX W CORDOVA ST,Central Business District,492195.42,5458919.07
Theft from Vehicle,2018,2,11,1.0,51.0,25XX MAIN ST,Mount Pleasant,492664.25,5456685.73
Offence Against a Person,2018,9,20,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,1,19,5.0,40.0,81XX NUNAVUT LANE,Marpole,491539.96,5450938.92
Theft of Bicycle,2018,7,29,18.0,15.0,1XX W CORDOVA ST,Central Business District,492183.32,5458922.28
Theft from Vehicle,2018,9,10,19.0,0.0,2XX W PENDER ST,Central Business District,491958.84,5458790.58
Break and Enter Commercial,2018,6,10,10.0,0.0,28XX BIRCH ST,Fairview,490265.94,5456406.25
Offence Against a Person,2018,6,17,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,8,24,12.0,0.0,10XX CANADA PL,Central Business District,491406.39,5459576.22
Theft from Vehicle,2018,3,4,8.0,0.0,10XX E 8TH AVE,Mount Pleasant,493944.03,5456733.37
Break and Enter Commercial,2018,2,18,3.0,53.0,2XX E 10TH AVE,Mount Pleasant,492799.37,5456588.67
Offence Against a Person,2018,4,10,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,5,27,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Vehicle,2018,12,6,17.0,0.0,21XX DUNDAS ST,Grandview-Woodland,495549.74,5459122.86
Offence Against a Person,2018,11,30,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,3,3,13.0,30.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Mischief,2018,6,19,23.0,0.0,2XX W 6TH AVE,Mount Pleasant,491946.8,5456990.8
Theft of Bicycle,2018,12,15,12.0,18.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft of Bicycle,2018,11,2,13.0,0.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft of Bicycle,2018,9,23,14.0,0.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Offence Against a Person,2018,2,8,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,9,11,22.0,0.0,10XX E 8TH AVE,Mount Pleasant,493993.47,5456741.94
Theft of Bicycle,2018,9,4,18.0,39.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft of Bicycle,2018,8,19,16.0,30.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft of Bicycle,2018,5,8,8.0,50.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft of Bicycle,2018,4,9,6.0,0.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft from Vehicle,2018,7,16,15.0,0.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Theft from Vehicle,2018,6,15,13.0,0.0,11XX BEACH AVE,West End,490112.04,5458390.03
Mischief,2018,12,22,12.0,0.0,2XX W 63RD AVE,Marpole,491988.08,5451177.27
Break and Enter Residential/Other,2018,6,19,12.0,40.0,19XX NELSON ST,West End,489782.71,5459775.63
Break and Enter Commercial,2018,4,1,5.0,58.0,3XX W PENDER ST,Central Business District,491891.29,5458857.71
Break and Enter Commercial,2018,9,3,2.0,32.0,3XX W PENDER ST,Central Business District,491891.29,5458857.71
Theft from Vehicle,2018,7,20,12.0,30.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Theft from Vehicle,2018,7,27,17.0,40.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Theft from Vehicle,2018,8,6,14.0,0.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Break and Enter Residential/Other,2018,1,1,20.0,0.0,19XX OGDEN AVE,Kitsilano,489170.22,5458259.35
Offence Against a Person,2018,11,6,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,9,8,16.0,27.0,2XX W PENDER ST,Central Business District,491989.84,5458760.74
Theft of Bicycle,2018,12,29,18.0,30.0,10XX CAMBIE ST,Central Business District,491357.1,5458034.84
Theft from Vehicle,2018,9,15,17.0,19.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Offence Against a Person,2018,7,17,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,1,5,18.0,0.0,13XX W GEORGIA ST,Central Business District,490743.96,5459530.92
Offence Against a Person,2018,2,2,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,2,2,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,9,2,10.0,30.0,10XX BURRARD ST,Central Business District,490835.52,5458719.0
Theft from Vehicle,2018,10,1,11.0,0.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Theft from Vehicle,2018,10,11,11.0,0.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Offence Against a Person,2018,10,13,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,6,4,9.0,12.0,10XX BURRARD ST,Central Business District,490835.52,5458719.0
Theft of Bicycle,2018,5,15,12.0,0.0,10XX BURRARD ST,Central Business District,490835.52,5458719.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,26,14.0,0.0,19XX BLOCK CORNWALL AVE,Kitsilano,489227.0,5457757.0
Theft from Vehicle,2018,10,28,8.0,0.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Theft from Vehicle,2018,11,19,9.0,0.0,16XX JOHNSTON ST,Fairview,490123.89,5457767.48
Offence Against a Person,2018,9,10,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,12,25,19.0,21.0,2XX W 4TH AVE,Mount Pleasant,492034.83,5457188.95
Mischief,2018,9,21,10.0,40.0,3XX RAILWAY ST,Strathcona,492889.78,5459062.9
Mischief,2018,8,9,0.0,0.0,3XX RAILWAY ST,Strathcona,492889.78,5459062.9
Theft from Vehicle,2018,8,13,19.0,0.0,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494885.02,5454971.91
Mischief,2018,2,4,11.0,48.0,3XX RAILWAY ST,Strathcona,492889.78,5459062.9
Break and Enter Commercial,2018,7,9,4.0,38.0,6XX GORE AVE,Strathcona,492933.89,5458441.26
Break and Enter Commercial,2018,12,1,0.0,0.0,6XX GORE AVE,Strathcona,492938.44,5458494.51
Theft of Vehicle,2018,5,31,0.0,0.0,42XX W 11TH AVE,West Point Grey,485309.69,5456694.9
Theft from Vehicle,2018,3,6,0.0,8.0,16XX LAKEWOOD DR,Grandview-Woodland,495502.79,5457519.56
Break and Enter Residential/Other,2018,2,8,8.0,22.0,19XX PARKER ST,Grandview-Woodland,495330.71,5458114.7
Theft from Vehicle,2018,8,18,0.0,0.0,33XX W 53RD AVE,Kerrisdale,486838.44,5452309.21
Mischief,2018,7,7,0.0,0.0,3XX PRIOR ST,Strathcona,492986.8,5458230.32
Theft from Vehicle,2018,8,6,23.0,0.0,16XX LAURIER AVE,Shaughnessy,489610.25,5455349.87
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,25,18.0,16.0,18XX BLOCK W 33RD AVE,Shaughnessy,489384.0,5454368.0
Break and Enter Commercial,2018,12,10,4.0,2.0,2XX E HASTINGS ST,Strathcona,492815.22,5458740.32
Offence Against a Person,2018,8,6,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,1,18,0.0,30.0,10XX E BROADWAY AVE,Mount Pleasant,493941.86,5456629.5
Offence Against a Person,2018,9,1,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,5,2,8.0,0.0,2XX W WATERFRONT RD,Central Business District,492274.06,5459171.87
Vehicle Collision or Pedestrian Struck (with Injury),2018,12,24,14.0,54.0,18XX BLOCK POWELL ST,Grandview-Woodland,495070.0,5459066.0
Theft from Vehicle,2018,8,13,17.0,0.0,SEYMOUR ST / W CORDOVA ST,Central Business District,491865.7,5459181.01
Theft from Vehicle,2018,4,15,7.0,40.0,10XX E BROADWAY AVE,Mount Pleasant,493941.86,5456629.5
Offence Against a Person,2018,12,4,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,5,16,4.0,19.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Break and Enter Commercial,2018,6,30,1.0,10.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Theft of Bicycle,2018,9,5,20.0,15.0,1XX W BROADWAY AVE,Mount Pleasant,492155.06,5456711.48
Offence Against a Person,2018,9,10,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,29,6.0,55.0,VICTORIA DR / E 33RD AVE,Kensington-Cedar Cottage,495241.0,5454144.0
Theft from Vehicle,2018,6,5,7.0,45.0,2XX WATER ST,Central Business District,492171.39,5459040.16
Theft from Vehicle,2018,3,30,10.0,30.0,16XX MAIN ST,Strathcona,492689.53,5457560.35
Break and Enter Commercial,2018,7,13,3.0,39.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Break and Enter Residential/Other,2018,8,22,0.0,0.0,19XX QUILCHENA CRES,Arbutus Ridge,488982.57,5454278.51
Mischief,2018,10,26,17.0,29.0,3XX PRINCESS AVE,Strathcona,493355.74,5458822.51
Theft from Vehicle,2018,1,18,23.0,0.0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42,5458724.17
Offence Against a Person,2018,1,31,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,7,11,1.0,45.0,3XX W PENDER ST,Central Business District,491907.44,5458841.22
Break and Enter Residential/Other,2018,4,9,19.0,30.0,19XX QUILCHENA CRES,Arbutus Ridge,489067.47,5454275.39
Offence Against a Person,2018,5,6,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,12,23,8.0,56.0,3XX W PENDER ST,Central Business District,491907.44,5458841.22
Offence Against a Person,2018,5,6,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,12,28,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,5,13,11.0,10.0,2XX W 49TH AVE,Oakridge,491805.34,5452574.82
Theft of Bicycle,2018,7,1,18.0,0.0,1XX W 4TH AVE,Mount Pleasant,492159.76,5457185.95
Theft of Bicycle,2018,9,12,11.0,6.0,1XX W 4TH AVE,Mount Pleasant,492140.65,5457195.56
Offence Against a Person,2018,5,28,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,1,7,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,4,26,4.0,0.0,16XX MAIN ST,Strathcona,492713.46,5457636.7
Theft from Vehicle,2018,7,12,10.0,21.0,16XX MAIN ST,Strathcona,492713.46,5457636.7
Theft from Vehicle,2018,1,14,15.0,0.0,16XX MANITOBA ST,Mount Pleasant,492238.35,5457603.36
Theft from Vehicle,2018,3,14,14.0,15.0,16XX MANITOBA ST,Mount Pleasant,492238.35,5457603.36
Break and Enter Residential/Other,2018,7,16,22.0,28.0,22XX W 7TH AVE,Kitsilano,488661.21,5457001.16
Theft from Vehicle,2018,3,3,18.0,0.0,2XX WOODLAND DR,Grandview-Woodland,494724.97,5458928.45
Break and Enter Commercial,2018,7,21,0.0,47.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Theft of Bicycle,2018,11,19,8.0,20.0,1XX W 49TH AVE,Oakridge,492102.37,5452559.97
Theft of Bicycle,2018,7,20,22.0,40.0,1XX W 49TH AVE,Oakridge,492102.37,5452559.97
Theft of Bicycle,2018,6,21,10.0,30.0,1XX W 49TH AVE,Oakridge,492102.37,5452559.97
Theft of Bicycle,2018,1,12,8.0,40.0,1XX W 49TH AVE,Oakridge,492102.37,5452559.97
Break and Enter Commercial,2018,10,28,14.0,6.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Break and Enter Commercial,2018,11,5,2.0,57.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Break and Enter Commercial,2018,11,27,4.0,45.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Mischief,2018,11,10,15.0,15.0,85XX STANLEY PARK DR,Stanley Park,489093.85,5460345.83
Theft from Vehicle,2018,5,5,12.0,31.0,2XX WOODLAND DR,Grandview-Woodland,494724.97,5458928.45
Theft from Vehicle,2018,8,31,19.0,0.0,16XX MATTHEWS AVE,Shaughnessy,489576.59,5455477.23
Theft from Vehicle,2018,6,7,19.0,0.0,16XX MATTHEWS AVE,Shaughnessy,489735.05,5455573.82
Theft from Vehicle,2018,6,8,21.0,0.0,16XX MATTHEWS AVE,Shaughnessy,489735.05,5455573.82
Mischief,2018,11,24,0.0,0.0,85XX MONTCALM ST,Marpole,490114.53,5450708.65
Break and Enter Commercial,2018,12,14,4.0,40.0,6XX GRANVILLE ST,Central Business District,491444.61,5458895.1
Theft from Vehicle,2018,3,2,14.0,0.0,16XX NANAIMO ST,Grandview-Woodland,495877.88,5457463.96
Offence Against a Person,2018,9,8,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,6,3,1.0,45.0,16XX NANAIMO ST,Grandview-Woodland,495877.88,5457463.96
Vehicle Collision or Pedestrian Struck (with Injury),2018,10,24,6.0,15.0,17XX BOUNDARY RD,Hastings-Sunrise,498278.0,5457403.0
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,11,17.0,15.0,VICTORIA DR / E 41ST AVE,Victoria-Fraserview,495229.0,5453325.0
Break and Enter Commercial,2018,12,7,5.0,30.0,8XX CARDERO ST,West End,490359.16,5459611.05
Break and Enter Commercial,2018,10,31,18.0,30.0,16XX E HASTINGS ST,Grandview-Woodland,494731.71,5458724.03
Theft from Vehicle,2018,12,1,22.0,0.0,16XX NAPIER ST,Grandview-Woodland,494923.24,5458018.92
Theft from Vehicle,2018,1,14,11.0,38.0,33XX W 5TH AVE,Kitsilano,486971.11,5457230.29
Theft of Bicycle,2018,3,16,17.0,20.0,1XX W 3RD AVE,Mount Pleasant,492155.26,5457299.47
Theft of Bicycle,2018,3,16,14.0,0.0,1XX W 3RD AVE,Mount Pleasant,492155.26,5457299.47
Theft from Vehicle,2018,9,15,11.0,0.0,16XX NELSON ST,West End,490056.11,5459502.71
Mischief,2018,2,22,10.0,40.0,84XX WILTSHIRE ST,Marpole,489344.82,5450877.47
Mischief,2018,3,3,2.0,0.0,84XX WILTSHIRE ST,Marpole,489343.72,5450834.81
Offence Against a Person,2018,4,7,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,3,8,10.0,16.0,25XX MAPLE ST,Kitsilano,489051.61,5456786.86
Offence Against a Person,2018,12,23,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,6,28,13.0,30.0,1XX W 2ND AVE,Mount Pleasant,492186.07,5457402.12
Theft of Bicycle,2018,6,1,21.0,0.0,1XX W 2ND AVE,Mount Pleasant,492186.07,5457402.12
Theft of Bicycle,2018,6,1,17.0,0.0,1XX W 2ND AVE,Mount Pleasant,492186.07,5457402.12
Mischief,2018,8,31,18.0,31.0,3XX PRINCESS AVE,Strathcona,493343.96,5458746.52
Theft of Bicycle,2018,6,15,21.0,30.0,1XX W 2ND AVE,Mount Pleasant,492123.26,5457403.55
Theft of Bicycle,2018,4,29,15.0,30.0,1XX W 2ND AVE,Mount Pleasant,492111.48,5457403.82
Other Theft,2018,6,20,7.0,15.0,9XX DAVIE ST,Central Business District,490672.92,5458414.31
Offence Against a Person,2018,5,10,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,12,6,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,7,4,6.0,18.0,3XX PRINCESS AVE,Strathcona,493343.96,5458746.52
Offence Against a Person,2018,3,13,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,1,22,5.0,21.0,3XX PRINCESS AVE,Strathcona,493343.96,5458746.52
Offence Against a Person,2018,6,13,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Vehicle,2018,6,3,6.0,0.0,42XX SALISH DR,Musqueam,485337.2,5453697.13
Offence Against a Person,2018,8,9,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,1,21,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,10,4,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,7,22,14.0,16.0,25XX MCBAIN AVE,Arbutus Ridge,488212.15,5454994.84
Theft from Vehicle,2018,3,14,9.0,25.0,10XX E BROADWAY AVE,Mount Pleasant,494074.11,5456636.81
Offence Against a Person,2018,10,5,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,5,4,0.0,0.0,25XX MCGILL ST,Hastings-Sunrise,496115.29,5459549.73
Offence Against a Person,2018,12,7,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,1,24,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,2,23,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,3,6,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,10,27,11.0,48.0,1XX W 1ST AVE,Mount Pleasant,492220.72,5457492.73
Offence Against a Person,2018,9,11,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,3,20,12.0,0.0,25XX NANAIMO ST,Renfrew-Collingwood,495887.18,5456512.91
Theft from Vehicle,2018,9,5,9.0,53.0,25XX NANAIMO ST,Renfrew-Collingwood,495887.18,5456512.91
Theft from Vehicle,2018,3,3,23.0,0.0,25XX NAPIER ST,Hastings-Sunrise,496027.97,5458021.51
Theft from Vehicle,2018,9,22,18.0,0.0,25XX NAPIER ST,Hastings-Sunrise,496027.97,5458021.51
Theft from Vehicle,2018,10,12,0.0,0.0,25XX NAPIER ST,Hastings-Sunrise,496027.97,5458021.51
Theft from Vehicle,2018,11,19,0.0,10.0,25XX NAPIER ST,Hastings-Sunrise,496035.39,5458021.49
Offence Against a Person,2018,1,27,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
